CUSTOMER_ID,YEAR_MONTH,Churn_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Product_count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Trans_Amt,Total_Trans_Ct,Total_Amt_Chng_Last_3M_6M,Total_Ct_Chng_Last_3M_6M,Avg_Utilization_Ratio
713962233,202103,Existing Customer,55,F,3,Graduate,Married,Less than $40K,Blue,36,6,2,3,3035.0,2298,737.0,1877,37,1.724,1.176,0.757
785432733,202101,Existing Customer,42,F,4,High School,Married,Less than $40K,Gold,36,2,3,3,15433.0,0,15433.0,966,22,0.865,1.2,0.0
715190283,202104,Existing Customer,57,F,1,Graduate,Unknown,$40K - $60K,Blue,49,,3,2,3672.0,886,2786.0,1464,28,1.32,0.556,0.241
708300483,202106,Attrited Customer,66,F,0,Doctorate,Married,Unknown,Blue,56,,4,3,7882.0,605,7277.0,704,16,1.052,0.143,0.077
827111283,202106,Existing Customer,45,M,3,Graduate,Single,$80K - $120K,Blue,41,2,2,2,32426.0,578,31848.0,1109,28,1.042,0.474,0.018
758551608,202101,Existing Customer,51,M,2,Unknown,Married,$40K - $60K,Blue,44,4,1,0,6205.0,2204,4001.0,1347,28,0.803,0.556,0.355
773146383,202105,Existing Customer,50,F,1,College,Single,$40K - $60K,Silver,43,3,2,3,17304.0,2517,14787.0,1756,33,1.449,1.2,0.145
778493808,202103,Existing Customer,49,M,3,High School,Married,$60K - $80K,Blue,37,5,2,1,3906.0,0,3906.0,1756,32,1.214,1.0,0.0
720572508,202104,Existing Customer,38,F,4,Graduate,Single,Unknown,Blue,28,2,3,3,9830.0,2055,7775.0,1042,23,0.977,0.917,0.209
712661433,202106,Existing Customer,49,M,4,Uneducated,Single,$80K - $120K,Blue,30,,2,3,34516.0,0,34516.0,1444,28,1.621,1.333,0.0
789172683,202102,Existing Customer,56,M,2,Doctorate,Married,$60K - $80K,Blue,45,6,2,0,2283.0,1430,853.0,1741,27,2.316,0.588,0.626
738406533,202103,Existing Customer,59,M,1,Doctorate,Married,$40K - $60K,Blue,52,3,2,2,2548.0,2020,528.0,1719,27,2.357,1.7,0.793
799723908,202104,Existing Customer,46,M,3,High School,Married,$80K - $120K,Blue,40,4,3,3,19458.0,1435,18023.0,1217,27,0.787,0.8,0.074
771490833,202101,Existing Customer,52,M,1,College,Single,$80K - $120K,Blue,40,5,1,1,4745.0,1227,3518.0,1140,40,0.624,0.6,0.259
720756708,202105,Existing Customer,52,F,3,Unknown,Married,Less than $40K,Blue,41,6,3,2,2622.0,1549,1073.0,1878,30,1.321,1.143,0.591
779471883,202103,Attrited Customer,54,F,1,Graduate,Married,Less than $40K,Blue,40,2,3,1,1438.3,808,630.3,705,19,0.997,0.9,0.562
711525033,202102,Existing Customer,66,F,0,High School,Married,Less than $40K,Blue,54,3,4,2,3171.0,2179,992.0,1946,38,1.224,1.923,0.687
712813458,202101,Existing Customer,49,M,2,Unknown,Married,$120K +,Blue,36,4,2,0,19763.0,2517,17246.0,1414,35,0.664,0.25,0.127
714374133,202103,Attrited Customer,56,M,2,Graduate,Married,$120K +,Blue,36,1,3,3,15769.0,0,15769.0,602,15,1.041,0.364,0.0
717891558,202106,Existing Customer,49,F,4,Graduate,Unknown,Less than $40K,Blue,36,6,4,2,3298.0,2200,1098.0,1052,32,0.678,0.6,0.667
716632758,202106,Existing Customer,49,F,3,Graduate,Single,Less than $40K,Blue,36,2,2,0,2802.0,2363,439.0,1295,40,0.75,0.6,0.843
768563658,202103,Existing Customer,56,M,2,Uneducated,Married,$40K - $60K,Blue,50,4,2,3,4458.0,1880,2578.0,1424,29,1.107,1.417,0.422
711427458,202102,Existing Customer,44,F,5,Graduate,Married,Unknown,Blue,35,4,1,2,6273.0,978,5295.0,1359,25,2.275,1.083,0.156
714091983,202104,Existing Customer,42,M,2,High School,Single,$60K - $80K,Blue,34,,4,3,3336.0,1753,1583.0,1168,27,0.69,1.25,0.525
787584108,202103,Existing Customer,55,M,3,Unknown,Married,$80K - $120K,Blue,47,,2,3,3436.0,2016,1420.0,1097,33,0.901,0.833,0.587
712030833,202104,Attrited Customer,48,M,2,Graduate,Married,$60K - $80K,Silver,35,2,4,4,34516.0,0,34516.0,691,15,0.763,0.5,0.0
711481533,202103,Existing Customer,39,M,1,High School,Divorced,$60K - $80K,Blue,33,5,3,3,5926.0,1251,4675.0,1316,28,0.944,1.154,0.211
710082708,202101,Existing Customer,44,M,4,Post-Graduate,Single,$120K +,Blue,32,2,4,2,23957.0,2102,21855.0,1276,26,0.997,0.733,0.088
708155733,202105,Existing Customer,53,M,2,High School,Single,$120K +,Blue,44,4,2,2,14734.0,1634,13100.0,1289,23,0.989,0.917,0.111
788979258,202105,Existing Customer,51,M,4,Uneducated,Single,$80K - $120K,Silver,38,,1,4,34516.0,1515,33001.0,1293,32,0.592,0.6,0.044
807986133,202103,Existing Customer,57,M,2,College,Married,$60K - $80K,Blue,52,,3,3,6584.0,1817,4767.0,1353,35,0.62,0.667,0.276
788730933,202102,Existing Customer,44,F,2,Uneducated,Single,Less than $40K,Blue,20,6,3,3,2084.0,1468,616.0,1132,28,1.004,0.556,0.704
711314058,202104,Existing Customer,49,M,2,Graduate,Married,$60K - $80K,Blue,32,2,2,2,1687.0,1107,580.0,1670,17,1.715,2.4,0.656
717975333,202102,Existing Customer,50,M,2,Doctorate,Married,$80K - $120K,Blue,38,6,2,2,25300.0,1330,23970.0,837,15,1.072,2.0,0.053
715971108,202105,Existing Customer,51,M,4,Graduate,Single,$120K +,Blue,42,3,2,3,34516.0,1763,32753.0,1550,41,1.266,1.05,0.051
720096558,202106,Existing Customer,55,F,2,Graduate,Married,Less than $40K,Blue,42,,3,3,2216.0,1034,1182.0,1540,36,0.758,0.286,0.467
719580033,202103,Existing Customer,54,M,1,Graduate,Unknown,$60K - $80K,Blue,43,,2,3,2910.0,2030,880.0,1256,21,0.769,0.4,0.698
820582308,202102,Existing Customer,42,M,5,Uneducated,Married,$80K - $120K,Blue,37,6,2,2,22913.0,1528,21385.0,1394,35,0.414,0.522,0.067
789973308,202104,Existing Customer,44,M,1,College,Single,$60K - $80K,Blue,35,3,3,3,24312.0,1932,22380.0,1341,24,1.312,1.182,0.079
712876233,202102,Existing Customer,53,M,2,Graduate,Single,$80K - $120K,Blue,36,,3,2,5272.0,1515,3757.0,1289,33,0.857,0.435,0.287
804595158,202104,Existing Customer,44,F,4,Graduate,Single,Less than $40K,Blue,36,6,4,2,7000.0,2517,4483.0,1112,23,0.475,1.875,0.36
714826758,202103,Existing Customer,37,F,3,Uneducated,Single,Less than $40K,Blue,29,4,4,2,7038.0,1801,5237.0,2339,57,0.751,0.966,0.256
779058108,202103,Existing Customer,49,M,3,Graduate,Divorced,$60K - $80K,Blue,30,6,1,2,2536.0,1823,713.0,1468,23,0.703,0.353,0.719
710790258,202104,Existing Customer,47,M,2,Graduate,Married,$80K - $120K,Blue,38,6,3,2,28904.0,1899,27005.0,1334,35,0.85,0.4,0.066
715623483,202102,Existing Customer,47,M,3,Graduate,Married,$60K - $80K,Blue,37,4,4,0,8567.0,1695,6872.0,1457,41,1.242,1.412,0.198
715156383,202101,Existing Customer,44,M,1,Unknown,Unknown,$120K +,Blue,36,6,2,2,34516.0,1533,32983.0,1603,29,0.924,0.526,0.044
711013983,202105,Attrited Customer,55,F,4,Unknown,Married,$40K - $60K,Blue,45,2,4,3,2158.0,0,2158.0,615,12,0.585,0.714,0.0
755420433,202104,Existing Customer,59,F,1,Graduate,Married,Unknown,Blue,52,2,3,3,10133.0,1417,8716.0,1068,20,0.383,0.818,0.14
794543958,202104,Existing Customer,53,M,1,Graduate,Divorced,$80K - $120K,Blue,35,5,4,2,34516.0,1219,33297.0,1590,27,1.129,2.0,0.035
716396358,202106,Existing Customer,52,M,2,Graduate,Married,$60K - $80K,Blue,47,5,3,0,3085.0,1910,1175.0,1531,35,0.921,0.667,0.619
715398033,202101,Existing Customer,53,M,2,High School,Single,$120K +,Blue,35,4,2,1,19040.0,2056,16984.0,1212,31,0.607,0.722,0.108
711743883,202102,Existing Customer,43,F,3,Uneducated,Single,Less than $40K,Blue,35,5,2,3,4026.0,0,4026.0,1237,32,0.483,0.6,0.0
719720058,202103,Existing Customer,44,M,3,High School,Single,$60K - $80K,Blue,31,4,3,1,12756.0,837,11919.0,1413,14,1.932,1.8,0.066
778992108,202103,Existing Customer,57,M,2,Unknown,Married,$120K +,Blue,45,5,3,3,5266.0,0,5266.0,1516,29,1.702,1.636,0.0
717539808,202102,Existing Customer,51,F,2,High School,Single,Less than $40K,Blue,36,,2,2,9930.0,0,9930.0,1276,21,0.731,1.333,0.0
714070758,202102,Existing Customer,49,M,4,High School,Single,$80K - $120K,Blue,38,4,3,0,31302.0,1953,29349.0,1564,35,0.875,2.182,0.062
714107958,202105,Existing Customer,45,M,1,Graduate,Single,$40K - $60K,Blue,36,,4,3,6576.0,0,6576.0,1465,34,0.579,0.619,0.0
789140283,202106,Existing Customer,53,M,0,Graduate,Single,$80K - $120K,Blue,42,,4,1,2664.0,2037,627.0,1286,29,0.85,0.933,0.765
715550508,202101,Existing Customer,45,F,3,Unknown,Married,Unknown,Blue,28,,1,2,2535.0,2440,95.0,1312,20,1.705,1.222,0.963
719712633,202106,Existing Customer,64,M,1,Graduate,Married,Less than $40K,Blue,52,6,4,3,1709.0,895,814.0,1673,32,1.656,0.882,0.524
772629333,202105,Existing Customer,45,M,3,Graduate,Married,$40K - $60K,Blue,35,5,4,2,3454.0,1200,2254.0,1313,30,0.597,0.304,0.347
720336708,202105,Existing Customer,53,M,3,Doctorate,Married,$40K - $60K,Blue,35,5,3,2,3789.0,1706,2083.0,1609,42,1.047,0.68,0.45
802013583,202101,Existing Customer,56,M,3,College,Married,$120K +,Blue,50,3,2,0,9689.0,2250,7439.0,1158,19,0.576,0.727,0.232
711887583,202105,Attrited Customer,47,M,2,Unknown,Married,$80K - $120K,Blue,37,2,3,3,5449.0,1628,3821.0,836,18,0.696,0.385,0.299
714778833,202101,Existing Customer,49,F,3,College,Single,Unknown,Blue,43,,4,0,23032.0,1960,21072.0,1289,22,0.619,1.0,0.085
713843283,202106,Existing Customer,41,F,3,Unknown,Married,Unknown,Silver,34,5,3,3,34516.0,2053,32463.0,1487,26,1.034,0.733,0.059
779155158,202101,Existing Customer,53,M,3,Graduate,Married,$120K +,Blue,34,6,2,2,2940.0,1264,1676.0,1259,33,0.562,0.5,0.43
721091583,202101,Existing Customer,44,F,2,Graduate,Single,Less than $40K,Blue,32,,3,3,3031.0,1879,1152.0,1298,15,0.788,1.5,0.62
713572683,202106,Existing Customer,44,M,3,High School,Unknown,$60K - $80K,Blue,25,3,3,0,1862.0,0,1862.0,1226,34,0.883,0.789,0.0
716657058,202103,Existing Customer,43,F,4,Post-Graduate,Married,Less than $40K,Blue,33,2,3,3,8358.0,926,7432.0,1566,37,0.762,0.542,0.111
779509983,202105,Existing Customer,53,M,2,Post-Graduate,Single,$120K +,Blue,36,6,1,2,34516.0,931,33585.0,1022,21,0.828,1.1,0.027
717929133,202102,Existing Customer,44,M,1,Uneducated,Married,$60K - $80K,Blue,36,5,2,3,14450.0,2440,12010.0,1235,30,1.283,0.667,0.169
808284783,202102,Existing Customer,62,F,1,Unknown,Married,Less than $40K,Blue,56,6,0,0,1438.3,0,1438.3,1951,44,0.813,1.095,0.0
708476808,202103,Existing Customer,54,M,4,Unknown,Divorced,$120K +,Blue,36,6,3,2,33791.0,1960,31831.0,1047,31,0.618,0.824,0.058
710916408,202101,Existing Customer,57,M,4,Graduate,Married,$60K - $80K,Blue,39,,3,0,8466.0,1886,6580.0,1342,32,0.56,0.391,0.223
708492558,202104,Existing Customer,42,M,3,Unknown,Married,$60K - $80K,Blue,36,,3,3,15088.0,865,14223.0,1107,21,0.939,1.625,0.057
799825758,202103,Existing Customer,42,M,4,High School,Divorced,$60K - $80K,Blue,36,5,1,2,3263.0,1674,1589.0,1251,35,0.588,0.346,0.513
718619883,202101,Existing Customer,54,F,0,Uneducated,Married,Less than $40K,Blue,36,2,2,2,1494.0,706,788.0,1305,24,1.674,3.0,0.473
711844758,202101,Existing Customer,48,M,3,Graduate,Single,$80K - $120K,Blue,35,6,1,0,13551.0,1294,12257.0,1388,37,0.791,1.056,0.095
714798783,202101,Existing Customer,49,M,1,Graduate,Single,$80K - $120K,Blue,36,6,2,2,18886.0,895,17991.0,1235,18,1.826,1.571,0.047
826762908,202104,Existing Customer,52,M,3,High School,Unknown,$80K - $120K,Blue,48,3,2,0,11976.0,1273,10703.0,2089,36,1.024,1.118,0.106
771894558,202103,Existing Customer,50,M,3,High School,Single,$80K - $120K,Blue,39,4,1,4,9964.0,1559,8405.0,1626,25,1.873,0.786,0.156
721074183,202104,Existing Customer,49,M,1,Doctorate,Married,$60K - $80K,Blue,36,4,6,3,24159.0,1196,22963.0,1111,24,0.712,1.0,0.05
715259583,202102,Existing Customer,53,F,2,High School,Married,Less than $40K,Blue,44,,2,3,5362.0,1901,3461.0,1553,38,0.816,1.0,0.355
718414008,202102,Existing Customer,50,M,2,Graduate,Single,$120K +,Blue,36,3,2,2,34516.0,1023,33493.0,1064,13,1.004,0.625,0.03
719666283,202105,Existing Customer,55,F,1,Doctorate,Married,Less than $40K,Blue,36,,1,0,3174.0,1951,1223.0,1243,29,0.766,0.611,0.615
714877233,202104,Existing Customer,53,M,1,High School,Married,$80K - $120K,Blue,47,,2,2,12262.0,1836,10426.0,1659,38,1.584,1.533,0.15
785387883,202105,Existing Customer,47,F,3,High School,Single,$40K - $60K,Blue,41,4,3,3,3788.0,1540,2248.0,1594,47,0.566,0.382,0.407
771075258,202101,Existing Customer,55,M,2,College,Single,$120K +,Silver,42,2,3,2,34516.0,1527,32989.0,1268,42,0.526,0.355,0.044
711318033,202105,Existing Customer,47,M,3,Graduate,Single,$60K - $80K,Blue,36,,2,2,2926.0,0,2926.0,1304,24,0.676,0.846,0.0
783554958,202101,Existing Customer,58,M,4,Graduate,Single,$120K +,Blue,52,6,1,0,32090.0,0,32090.0,1368,30,0.567,0.364,0.0
720201033,202106,Attrited Customer,53,M,2,Graduate,Married,$80K - $120K,Blue,41,3,3,2,11669.0,2227,9442.0,720,23,0.622,0.353,0.191
718039683,202102,Existing Customer,52,M,2,High School,Single,$40K - $60K,Blue,45,3,1,2,13532.0,1300,12232.0,1521,29,0.846,1.417,0.096
710806083,202105,Existing Customer,50,F,1,Uneducated,Unknown,Less than $40K,Silver,36,,2,2,11888.0,2090,9798.0,1137,30,0.7,0.765,0.176
714752208,202102,Existing Customer,42,F,1,Graduate,Married,Less than $40K,Blue,36,5,1,2,2393.0,1985,408.0,978,16,0.788,0.778,0.83
822063408,202104,Existing Customer,43,M,4,Unknown,Married,$40K - $60K,Blue,39,,1,2,6111.0,2517,3594.0,1221,16,0.632,2.2,0.412
714490308,202103,Existing Customer,57,M,4,Graduate,Married,$80K - $120K,Blue,46,,2,3,19270.0,1662,17608.0,1565,28,1.186,1.545,0.086
713356833,202102,Existing Customer,52,M,1,Graduate,Married,$80K - $120K,Blue,43,3,1,4,3710.0,2517,1193.0,1578,34,1.541,0.7,0.678
711402333,202102,Existing Customer,47,M,2,Doctorate,Single,Less than $40K,Blue,37,2,1,3,3235.0,797,2438.0,1493,32,0.541,1.0,0.246
708296883,202104,Existing Customer,44,F,3,Graduate,Single,$40K - $60K,Blue,38,,1,0,11749.0,788,10961.0,1178,27,0.688,0.929,0.067
719154483,202102,Existing Customer,53,M,2,High School,Divorced,$60K - $80K,Blue,36,5,3,2,7753.0,2100,5653.0,991,26,0.839,0.733,0.271
717721458,202106,Existing Customer,45,M,4,College,Divorced,$60K - $80K,Blue,40,,1,0,10408.0,1186,9222.0,2560,42,1.689,1.211,0.114
711112683,202105,Existing Customer,63,F,1,College,Married,Unknown,Blue,36,6,2,3,3967.0,1568,2399.0,1657,29,1.236,1.231,0.395
715674483,202101,Existing Customer,39,F,2,Post-Graduate,Single,Less than $40K,Blue,27,4,2,2,6205.0,2517,3688.0,1204,19,0.939,0.727,0.406
789322833,202104,Attrited Customer,48,F,5,High School,Married,Less than $40K,Blue,38,1,3,3,8025.0,0,8025.0,673,18,0.654,0.8,0.0
789968058,202106,Existing Customer,51,M,1,Unknown,Single,$120K +,Blue,42,6,2,3,9036.0,2327,6709.0,1131,18,0.649,0.636,0.258
709919283,202106,Existing Customer,54,M,4,Graduate,Married,$80K - $120K,Blue,34,2,3,2,14926.0,2517,12409.0,1576,25,1.996,1.5,0.169
718744008,202103,Existing Customer,59,F,1,Graduate,Single,Less than $40K,Blue,36,,2,3,6335.0,1128,5207.0,1217,20,0.397,0.667,0.178
767712558,202104,Attrited Customer,59,M,1,College,Single,$60K - $80K,Blue,53,2,3,3,14979.0,0,14979.0,530,10,0.71,1.0,0.0
712950783,202103,Attrited Customer,48,F,4,Uneducated,Married,Less than $40K,Blue,38,3,2,3,2732.0,0,2732.0,739,16,0.76,0.455,0.0
716104983,202101,Existing Customer,41,F,2,Graduate,Single,Less than $40K,Blue,32,6,3,2,2250.0,2117,133.0,1617,31,1.162,2.875,0.941
818839983,202103,Existing Customer,55,M,2,Graduate,Married,$120K +,Blue,50,3,2,0,10916.0,1536,9380.0,1592,34,1.317,1.0,0.141
772288758,202106,Existing Customer,47,F,4,Graduate,Married,Unknown,Blue,36,4,1,3,5349.0,1228,4121.0,1343,30,0.728,1.308,0.23
712350858,202106,Existing Customer,41,M,2,High School,Married,$80K - $120K,Blue,24,4,1,3,9366.0,1104,8262.0,1303,39,0.572,0.625,0.118
711009708,202106,Existing Customer,40,M,3,High School,Single,$80K - $120K,Blue,28,,1,0,21617.0,0,21617.0,1351,22,1.047,0.467,0.0
712720158,202103,Existing Customer,68,M,1,Graduate,Married,Unknown,Blue,56,5,2,3,13860.0,1652,12208.0,1910,32,1.255,1.909,0.119
712215258,202105,Existing Customer,50,F,1,Graduate,Single,$40K - $60K,Silver,31,2,2,3,18386.0,0,18386.0,1298,22,0.868,0.571,0.0
773827008,202104,Existing Customer,47,M,4,Uneducated,Single,$60K - $80K,Blue,41,6,2,2,2405.0,1540,865.0,1087,29,0.469,1.231,0.64
795232683,202103,Existing Customer,53,F,1,College,Married,Less than $40K,Blue,47,,2,3,2154.0,930,1224.0,1439,26,2.121,1.364,0.432
713786508,202101,Existing Customer,42,F,5,Unknown,Married,$40K - $60K,Blue,36,,3,3,2038.0,0,2038.0,1238,28,0.786,0.75,0.0
713539833,202103,Existing Customer,48,F,4,High School,Single,$40K - $60K,Blue,38,6,1,3,8135.0,0,8135.0,1716,29,1.373,0.812,0.0
712454058,202106,Existing Customer,49,M,1,Doctorate,Married,$120K +,Blue,38,6,1,3,9364.0,618,8746.0,1099,27,0.554,0.8,0.066
718759833,202105,Existing Customer,44,F,2,Uneducated,Married,Unknown,Silver,35,,3,2,32643.0,0,32643.0,1058,24,1.3,2.429,0.0
718803333,202102,Existing Customer,43,F,4,Graduate,Divorced,Less than $40K,Blue,34,2,3,1,3195.0,1954,1241.0,1285,29,0.971,0.706,0.612
720253908,202102,Existing Customer,56,M,0,High School,Married,$80K - $120K,Blue,43,5,2,1,2852.0,1024,1828.0,1651,28,1.009,1.0,0.359
714133158,202103,Existing Customer,59,F,1,College,Single,Unknown,Blue,36,2,3,3,4224.0,1305,2919.0,1152,31,0.852,0.824,0.309
713187033,202104,Existing Customer,46,M,1,Uneducated,Married,$60K - $80K,Blue,36,,2,2,20459.0,2071,18388.0,1767,38,1.248,2.167,0.101
714791208,202103,Existing Customer,47,F,4,Unknown,Divorced,Less than $40K,Blue,41,6,5,3,3482.0,2114,1368.0,1039,24,0.508,0.263,0.607
772426383,202104,Existing Customer,50,F,4,Uneducated,Married,$40K - $60K,Blue,40,5,2,3,3065.0,1570,1495.0,1130,28,1.077,1.333,0.512
710975883,202103,Existing Customer,51,F,3,Uneducated,Married,Less than $40K,Blue,43,3,1,2,2185.0,1761,424.0,1645,30,0.682,0.429,0.806
714264408,202103,Existing Customer,47,F,3,Uneducated,Married,Less than $40K,Blue,36,,1,0,1611.0,746,865.0,1413,29,0.993,0.706,0.463
715827858,202105,Existing Customer,58,F,4,Uneducated,Married,Less than $40K,Blue,47,,3,3,2822.0,2173,649.0,1218,23,1.456,2.286,0.77
713741358,202105,Attrited Customer,46,M,5,Graduate,Single,$80K - $120K,Blue,33,6,3,3,32975.0,2517,30458.0,597,17,0.658,0.7,0.076
709531908,202103,Existing Customer,53,M,3,High School,Married,$60K - $80K,Blue,47,5,2,2,1438.3,0,1438.3,2184,53,0.776,0.828,0.0
716493408,202105,Existing Customer,45,F,4,Uneducated,Divorced,Unknown,Blue,36,4,3,3,15875.0,1719,14156.0,1592,37,0.86,1.467,0.108
714141108,202103,Existing Customer,52,F,1,High School,Married,Less than $40K,Blue,45,6,3,3,6703.0,893,5810.0,1388,28,0.567,0.75,0.133
708953883,202103,Attrited Customer,53,M,2,Unknown,Married,$80K - $120K,Blue,36,2,2,1,3212.0,0,3212.0,757,20,0.713,0.25,0.0
712608783,202103,Existing Customer,50,M,2,High School,Married,$80K - $120K,Silver,45,3,1,3,34516.0,1260,33256.0,1504,34,0.588,0.789,0.037
820353558,202104,Existing Customer,41,F,3,High School,Married,$40K - $60K,Blue,36,,1,2,9797.0,1434,8363.0,1503,34,0.644,0.478,0.146
714964758,202102,Existing Customer,45,F,5,Graduate,Divorced,$40K - $60K,Blue,36,5,2,2,10400.0,1777,8623.0,1105,28,0.791,0.867,0.171
716264358,202104,Existing Customer,53,M,3,Uneducated,Married,$80K - $120K,Blue,42,2,1,2,26792.0,1836,24956.0,2398,47,1.432,0.88,0.069
